date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:20:09	18722/18722	---M--	200	added ('OK')	image/jpeg	etag:%224922-5d67bab85cc56%22	http://learningexample.com/assets/images/dark/game-kingdoms-of-amalur-reckoning-5-1280x800.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/game-kingdoms-of-amalur-reckoning-5-1280x800.jpg	(from http://learningexample.com/blog-post-3.html)
02:20:12	18332/18332	---M--	200	added ('OK')	image/jpeg	etag:%22479c-5d67bab75ceb1%22	http://learningexample.com/assets/images/dark/game-diablo-iii-1400x656.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/game-diablo-iii-1400x656.jpg	(from http://learningexample.com/matches-list.html)
02:20:13	18767/18767	---M--	200	added ('OK')	image/jpeg	etag:%22494f-5d67bab3e250b%22	http://learningexample.com/assets/images/dark/clan-youplay.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/clan-youplay.jpg	(from http://learningexample.com/matches-list.html)
02:20:16	27728/27728	---M--	200	added ('OK')	image/jpeg	etag:%226c50-5d67bab3af890%22	http://learningexample.com/assets/images/dark/clan-team-secret.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/clan-team-secret.jpg	(from http://learningexample.com/matches-list.html)
02:20:17	51333/51333	---M--	200	added ('OK')	image/jpeg	etag:%22c885-5d67bab37eb55%22	http://learningexample.com/assets/images/dark/clan-navi.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/clan-navi.jpg	(from http://learningexample.com/matches-list.html)
02:20:17	49517/49517	---M--	200	added ('OK')	image/jpeg	etag:%22c16d-5d67bab34edba%22	http://learningexample.com/assets/images/dark/clan-ehome.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/clan-ehome.jpg	(from http://learningexample.com/matches-list.html)
02:20:22	24586/24586	---M--	200	added ('OK')	image/jpeg	etag:%22600a-5d67bab8bb7ed%22	http://learningexample.com/assets/images/dark/game-map-dust.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/game-map-dust.jpg	(from http://learningexample.com/match-2.html)
02:20:24	42438/42438	---M--	200	added ('OK')	image/jpeg	etag:%22a5c6-5d67bab3877f4%22	http://learningexample.com/assets/images/dark/clan-skt-t1.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/clan-skt-t1.jpg	(from http://learningexample.com/matches-list.html)
02:20:27	58066/58066	---M--	200	added ('OK')	image/jpeg	etag:%22e2d2-5d67bab3b94cf%22	http://learningexample.com/assets/images/dark/clan-virtus-pro.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/clan-virtus-pro.jpg	(from http://learningexample.com/matches-list.html)
02:20:27	26999/26999	---M--	200	added ('OK')	image/jpeg	etag:%226977-5d67bab8d7d0a%22	http://learningexample.com/assets/images/dark/game-map-mirage.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/game-map-mirage.jpg	(from http://learningexample.com/match-2.html)
02:20:27	18249/18249	---M--	200	added ('OK')	image/jpeg	etag:%224749-5d67bab31ffbf%22	http://learningexample.com/assets/images/dark/banner-witcher-3.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/banner-witcher-3.jpg	(from http://learningexample.com/coming-soon.html)
02:20:30	20593/20593	---M--	200	added ('OK')	image/png	etag:%225071-5d67bab9a7d15%22	http://learningexample.com/assets/images/dark/logo-witcher-3-400x197.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/logo-witcher-3-400x197.png	(from http://learningexample.com/coming-soon.html)
02:20:31	17965/17965	---M--	200	added ('OK')	image/jpeg	etag:%22462d-5d67babac4f78%22	http://learningexample.com/assets/images/dark/user-photo.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/user-photo.jpg	(from http://learningexample.com/user-activity.html)
02:20:31	1713/1713	---M--	200	added ('OK')	image/jpeg	etag:%226b1-5d67babab45d9%22	http://learningexample.com/assets/images/dark/user-avatar.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/user-avatar.jpg	(from http://learningexample.com/user-activity.html)
02:20:31	26023/26023	---M--	200	added ('OK')	image/jpeg	etag:%2265a7-5d67bab591f1f%22	http://learningexample.com/assets/images/dark/game-dark-souls-ii-10-1680x1050.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/game-dark-souls-ii-10-1680x1050.jpg	(from http://learningexample.com/404.html)
02:20:31	596/596	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2021:20:30%20GMT	http://learningexample.com/main-inbox.html	E:/My%20Portfolio%20project/1/learningexample.com/main-inbox.html	(from http://learningexample.com/user-activity.html)
02:20:31	138831/138831	---M--	200	added ('OK')	image/jpeg	etag:%2221e4f-5d67bab353bda%22	http://learningexample.com/assets/images/dark/clan-fnatic.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/clan-fnatic.jpg	(from http://learningexample.com/matches-list.html)
02:20:32	15251/15251	---M--	200	added ('OK')	image/png	etag:%223b93-5d67bab9f4f6d%22	http://learningexample.com/assets/images/dark/partner-logo-1.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/partner-logo-1.png	(from http://learningexample.com/dark-index.html)
02:20:34	12871/12871	---M--	200	added ('OK')	image/png	etag:%223247-5d67baba24d08%22	http://learningexample.com/assets/images/dark/partner-logo-3.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/partner-logo-3.png	(from http://learningexample.com/dark-index.html)
02:20:34	19790/19790	---M--	200	added ('OK')	image/png	etag:%224d4e-5d67baba0784b%22	http://learningexample.com/assets/images/dark/partner-logo-2.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/partner-logo-2.png	(from http://learningexample.com/dark-index.html)
02:20:34	12322/12322	---M--	200	added ('OK')	image/png	etag:%223022-5d67baba54aa3%22	http://learningexample.com/assets/images/dark/partner-logo-5.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/partner-logo-5.png	(from http://learningexample.com/dark-index.html)
02:20:35	19242/19242	---M--	200	added ('OK')	image/png	etag:%224b2a-5d67baba36646%22	http://learningexample.com/assets/images/dark/partner-logo-4.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/partner-logo-4.png	(from http://learningexample.com/dark-index.html)
02:20:35	8745/8745	---M--	200	added ('OK')	image/png	etag:%222229-5d67baba663e1%22	http://learningexample.com/assets/images/dark/partner-logo-6.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/partner-logo-6.png	(from http://learningexample.com/dark-index.html)
02:20:36	142549/142549	---M--	200	added ('OK')	text/css	etag:%2222cd5-5d67baab21290%22	http://learningexample.com/assets/css/youplay-shooter.css	E:/My%20Portfolio%20project/1/learningexample.com/assets/css/youplay-shooter.css	(from http://learningexample.com/shooter-index.html)
02:20:38	107/107	---M--	200	added ('OK')	text/css	etag:%226b-5d67baaa4e3a5%22	http://learningexample.com/assets/css/custom-shooter.css	E:/My%20Portfolio%20project/1/learningexample.com/assets/css/custom-shooter.css	(from http://learningexample.com/shooter-index.html)
02:20:39	1875/1875	---M--	200	added ('OK')	image/png	etag:%22753-5d67bac64922b%22	http://learningexample.com/assets/images/shooter/logo.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/logo.png	(from http://learningexample.com/shooter-index.html)
02:20:39	11778/11778	---M--	200	added ('OK')	image/png	etag:%222e02-5d67baba857de%22	http://learningexample.com/assets/images/dark/partner-logo-7.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/partner-logo-7.png	(from http://learningexample.com/dark-index.html)
02:20:39	9455/9455	---M--	200	added ('OK')	image/png	etag:%2224ef-5d67baba951dd%22	http://learningexample.com/assets/images/dark/partner-logo-8.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/dark/partner-logo-8.png	(from http://learningexample.com/dark-index.html)
02:20:39	29042/29042	---MCZ	200	added ('OK')	text/html	etag:W/%227172-5d67baa7bef88%22	http://learningexample.com/shooter-blog.html	E:/My%20Portfolio%20project/1/learningexample.com/shooter-blog.html	(from http://learningexample.com/shooter-index.html)
02:20:39	29506/29506	---MCZ	200	added ('OK')	text/html	etag:W/%227342-5d67baa81cb7e%22	http://learningexample.com/shooter-forums.html	E:/My%20Portfolio%20project/1/learningexample.com/shooter-forums.html	(from http://learningexample.com/shooter-index.html)
02:20:40	596/596	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Jul%202022%2021:20:39%20GMT	http://learningexample.com/blog.html	E:/My%20Portfolio%20project/1/learningexample.com/blog.html	(from http://learningexample.com/shooter-index.html)
02:20:40	7368/7368	---M--	200	added ('OK')	image/jpeg	etag:%221cc8-5d67bac5177ab%22	http://learningexample.com/assets/images/shooter/game-cos-1-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/game-cos-1-500x375.jpg	(from http://learningexample.com/shooter-index.html)
02:20:41	22971/22971	---M--	200	added ('OK')	image/jpeg	etag:%2259bb-5d67bac4bf973%22	http://learningexample.com/assets/images/shooter/banner-bg.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/banner-bg.jpg	(from http://learningexample.com/shooter-index.html)
02:20:41	7368/7368	---M--	200	added ('OK')	image/jpeg	etag:%221cc8-5d67bac604c72%22	http://learningexample.com/assets/images/shooter/game-cos-6-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/game-cos-6-500x375.jpg	(from http://learningexample.com/shooter-index.html)
02:20:41	7368/7368	---M--	200	added ('OK')	image/jpeg	etag:%221cc8-5d67bac5753a1%22	http://learningexample.com/assets/images/shooter/game-cos-3-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/game-cos-3-500x375.jpg	(from http://learningexample.com/shooter-index.html)
02:20:42	7368/7368	---M--	200	added ('OK')	image/jpeg	etag:%221cc8-5d67bac5a60dc%22	http://learningexample.com/assets/images/shooter/game-cos-4-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/game-cos-4-500x375.jpg	(from http://learningexample.com/shooter-index.html)
02:20:43	7368/7368	---M--	200	added ('OK')	image/jpeg	etag:%221cc8-5d67bac5465a6%22	http://learningexample.com/assets/images/shooter/game-cos-2-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/game-cos-2-500x375.jpg	(from http://learningexample.com/shooter-index.html)
02:20:46	34451/34451	---M--	200	added ('OK')	image/jpeg	etag:%228693-5d67bac51e50a%22	http://learningexample.com/assets/images/shooter/game-cos-2-1920x1200.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/game-cos-2-1920x1200.jpg	(from http://learningexample.com/shooter-index.html)
02:20:46	34451/34451	---M--	200	added ('OK')	image/jpeg	etag:%228693-5d67bac614671%22	http://learningexample.com/assets/images/shooter/game-cos-7-1920x1200.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/game-cos-7-1920x1200.jpg	(from http://learningexample.com/shooter-index.html)
02:20:48	34469/34469	---M--	200	added ('OK')	image/jpeg	etag:%2286a5-5d67bac5b2bfb%22	http://learningexample.com/assets/images/shooter/game-cos-5-1920x1080.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/game-cos-5-1920x1080.jpg	(from http://learningexample.com/shooter-index.html)
02:20:48	143710/143710	---M--	200	added ('OK')	text/css	etag:%222315e-5d67baaabe87a%22	http://learningexample.com/assets/css/youplay-light.css	E:/My%20Portfolio%20project/1/learningexample.com/assets/css/youplay-light.css	(from http://learningexample.com/light-index.html)
02:20:50	67079/67079	---MCZ	200	added ('OK')	text/html	etag:W/%2210607-5d67baa4dbbb3%22	http://learningexample.com/light-store-1.html	E:/My%20Portfolio%20project/1/learningexample.com/light-store-1.html	(from http://learningexample.com/light-index.html)
02:20:50	71090/71090	---MCZ	200	added ('OK')	text/html	etag:W/%22115b2-5d67baa50d88e%22	http://learningexample.com/light-store-2.html	E:/My%20Portfolio%20project/1/learningexample.com/light-store-2.html	(from http://learningexample.com/light-index.html)
02:20:51	38602/38602	---MCZ	200	added ('OK')	text/html	etag:W/%2296ca-5d67baa22b459%22	http://learningexample.com/light-cart.html	E:/My%20Portfolio%20project/1/learningexample.com/light-cart.html	(from http://learningexample.com/light-index.html)
02:20:51	53902/53902	---MCZ	200	added ('OK')	text/html	etag:W/%22d28e-5d67baa53f569%22	http://learningexample.com/light-store-product-1.html	E:/My%20Portfolio%20project/1/learningexample.com/light-store-product-1.html	(from http://learningexample.com/light-index.html)
02:20:52	59831/59831	---MCZ	200	added ('OK')	text/html	etag:W/%22e9b7-5d67baa5702a4%22	http://learningexample.com/light-store-product-2.html	E:/My%20Portfolio%20project/1/learningexample.com/light-store-product-2.html	(from http://learningexample.com/light-index.html)
02:20:52	53847/53847	---MCZ	200	added ('OK')	text/html	etag:W/%22d257-5d67baa25c194%22	http://learningexample.com/light-checkout.html	E:/My%20Portfolio%20project/1/learningexample.com/light-checkout.html	(from http://learningexample.com/light-index.html)
02:20:52	41711/41711	---MCZ	200	added ('OK')	text/html	etag:W/%22a2ef-5d67baa1064f7%22	http://learningexample.com/light-blog-1.html	E:/My%20Portfolio%20project/1/learningexample.com/light-blog-1.html	(from http://learningexample.com/light-index.html)
02:20:53	20599/20599	---M--	200	added ('OK')	image/png	etag:%225077-5d67bac28c20d%22	http://learningexample.com/assets/images/light/logo.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/logo.png	(from http://learningexample.com/light-index.html)
02:20:53	40826/40826	---MCZ	200	added ('OK')	text/html	etag:W/%229f7a-5d67baa137232%22	http://learningexample.com/light-blog-2.html	E:/My%20Portfolio%20project/1/learningexample.com/light-blog-2.html	(from http://learningexample.com/light-index.html)
02:20:53	31415/31415	---MCZ	200	added ('OK')	text/html	etag:W/%227ab7-5d67baa166fcd%22	http://learningexample.com/light-blog-3.html	E:/My%20Portfolio%20project/1/learningexample.com/light-blog-3.html	(from http://learningexample.com/light-index.html)
02:20:54	39583/39583	---MCZ	200	added ('OK')	text/html	etag:W/%229a9f-5d67baa198ca8%22	http://learningexample.com/light-blog-post-1.html	E:/My%20Portfolio%20project/1/learningexample.com/light-blog-post-1.html	(from http://learningexample.com/light-index.html)
02:20:54	39253/39253	---MCZ	200	added ('OK')	text/html	etag:W/%229955-5d67baa1c99e3%22	http://learningexample.com/light-blog-post-2.html	E:/My%20Portfolio%20project/1/learningexample.com/light-blog-post-2.html	(from http://learningexample.com/light-index.html)
02:20:54	39665/39665	---MCZ	200	added ('OK')	text/html	etag:W/%229af1-5d67baa1fa71e%22	http://learningexample.com/light-blog-post-3.html	E:/My%20Portfolio%20project/1/learningexample.com/light-blog-post-3.html	(from http://learningexample.com/light-index.html)
02:20:55	50952/50952	---MCZ	200	added ('OK')	text/html	etag:W/%22c708-5d67baa2bdc0a%22	http://learningexample.com/light-components.html	E:/My%20Portfolio%20project/1/learningexample.com/light-components.html	(from http://learningexample.com/light-index.html)
02:20:55	37122/37122	---MCZ	200	added ('OK')	text/html	etag:W/%229102-5d67baa382096%22	http://learningexample.com/light-forums.html	E:/My%20Portfolio%20project/1/learningexample.com/light-forums.html	(from http://learningexample.com/light-index.html)
02:20:55	38098/38098	---MCZ	200	added ('OK')	text/html	etag:W/%2294d2-5d67baa35135b%22	http://learningexample.com/light-forums-topics.html	E:/My%20Portfolio%20project/1/learningexample.com/light-forums-topics.html	(from http://learningexample.com/light-index.html)
02:20:55	140632/140632	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2222558-5d67baac38733%22	http://learningexample.com/assets/images/demo-anime.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/demo-anime.jpg	(from http://learningexample.com/index.html)
02:20:56	36104/36104	---MCZ	200	added ('OK')	text/html	etag:W/%228d08-5d67baa320620%22	http://learningexample.com/light-forums-single-topic.html	E:/My%20Portfolio%20project/1/learningexample.com/light-forums-single-topic.html	(from http://learningexample.com/light-index.html)
02:20:56	60800/60800	---MCZ	200	added ('OK')	text/html	etag:W/%22ed80-5d67baa47919d%22	http://learningexample.com/light-matches-list.html	E:/My%20Portfolio%20project/1/learningexample.com/light-matches-list.html	(from http://learningexample.com/light-index.html)
02:20:56	50772/50772	---MCZ	200	added ('OK')	text/html	etag:W/%22c654-5d67baa4474c2%22	http://learningexample.com/light-match.html	E:/My%20Portfolio%20project/1/learningexample.com/light-match.html	(from http://learningexample.com/light-index.html)
02:20:57	53701/53701	---MCZ	200	added ('OK')	text/html	etag:W/%22d1c5-5d67baa4157e7%22	http://learningexample.com/light-match-2.html	E:/My%20Portfolio%20project/1/learningexample.com/light-match-2.html	(from http://learningexample.com/light-index.html)
02:20:57	25828/25828	---MCZ	200	added ('OK')	text/html	etag:W/%2264e4-5d67baa3e4aac%22	http://learningexample.com/light-login.html	E:/My%20Portfolio%20project/1/learningexample.com/light-login.html	(from http://learningexample.com/light-index.html)
02:20:57	64752/64752	---MCZ	200	added ('OK')	text/html	etag:W/%22fcf0-5d67baa695206%22	http://learningexample.com/light-widgets.html	E:/My%20Portfolio%20project/1/learningexample.com/light-widgets.html	(from http://learningexample.com/light-index.html)
02:20:58	25789/25789	---MCZ	200	added ('OK')	text/html	etag:W/%2264bd-5d67baa28de6f%22	http://learningexample.com/light-coming-soon.html	E:/My%20Portfolio%20project/1/learningexample.com/light-coming-soon.html	(from http://learningexample.com/light-index.html)
02:20:58	28216/28216	---MCZ	200	added ('OK')	text/html	etag:W/%226e38-5d67baa2ef8e5%22	http://learningexample.com/light-contact.html	E:/My%20Portfolio%20project/1/learningexample.com/light-contact.html	(from http://learningexample.com/light-index.html)
02:20:58	41355/41355	---MCZ	200	added ('OK')	text/html	etag:W/%22a18b-5d67baa4a9ed8%22	http://learningexample.com/light-search.html	E:/My%20Portfolio%20project/1/learningexample.com/light-search.html	(from http://learningexample.com/light-index.html)
02:20:58	24967/24967	---MCZ	200	added ('OK')	text/html	etag:W/%226187-5d67baa0a3ae1%22	http://learningexample.com/light-404.html	E:/My%20Portfolio%20project/1/learningexample.com/light-404.html	(from http://learningexample.com/light-index.html)
02:20:59	24671/24671	---MCZ	200	added ('OK')	text/html	etag:W/%22605f-5d67baa0d387c%22	http://learningexample.com/light-blank.html	E:/My%20Portfolio%20project/1/learningexample.com/light-blank.html	(from http://learningexample.com/light-index.html)
02:20:59	34969/34969	---MCZ	200	added ('OK')	text/html	etag:W/%228899-5d67baa5a0fdf%22	http://learningexample.com/light-user-activity.html	E:/My%20Portfolio%20project/1/learningexample.com/light-user-activity.html	(from http://learningexample.com/light-index.html)
02:20:59	33884/33884	---MCZ	200	added ('OK')	text/html	etag:W/%22845c-5d67baa6327f0%22	http://learningexample.com/light-user-profile.html	E:/My%20Portfolio%20project/1/learningexample.com/light-user-profile.html	(from http://learningexample.com/light-index.html)
02:20:59	36985/36985	---MCZ	200	added ('OK')	text/html	etag:W/%229079-5d67baa601ab5%22	http://learningexample.com/light-user-messages.html	E:/My%20Portfolio%20project/1/learningexample.com/light-user-messages.html	(from http://learningexample.com/light-index.html)
02:21:00	29526/29526	---MCZ	200	added ('OK')	text/html	etag:W/%227356-5d67baa5d1d1a%22	http://learningexample.com/light-user-messages-compose.html	E:/My%20Portfolio%20project/1/learningexample.com/light-user-messages-compose.html	(from http://learningexample.com/light-index.html)
02:21:00	37986/37986	---MCZ	200	added ('OK')	text/html	etag:W/%229462-5d67baa66352b%22	http://learningexample.com/light-user-settings.html	E:/My%20Portfolio%20project/1/learningexample.com/light-user-settings.html	(from http://learningexample.com/light-index.html)
02:21:00	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67babfdca53%22	http://learningexample.com/assets/images/light/game-journey-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-journey-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:00	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67bac1bc202%22	http://learningexample.com/assets/images/light/game-road-no-taken-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-road-no-taken-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:01	10524/10524	---M--	200	added ('OK')	image/jpeg	etag:%22291c-5d67babc22914%22	http://learningexample.com/assets/images/light/banner-blog-bg.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/banner-blog-bg.jpg	(from http://learningexample.com/light-index.html)
02:21:01	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67babe03063%22	http://learningexample.com/assets/images/light/game-botanicula-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-botanicula-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:01	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67babeed64b%22	http://learningexample.com/assets/images/light/game-flower-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-flower-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:01	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67bac0a3dbf%22	http://learningexample.com/assets/images/light/game-no-mans-sky-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-no-mans-sky-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:02	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67bac0ccdfa%22	http://learningexample.com/assets/images/light/game-proteus-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-proteus-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:02	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67babe60c5a%22	http://learningexample.com/assets/images/light/game-brothers-a-tale-of-two-sons-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-brothers-a-tale-of-two-sons-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:02	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67bac03c589%22	http://learningexample.com/assets/images/light/game-machinarium-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-machinarium-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:02	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67babe8fa55%22	http://learningexample.com/assets/images/light/game-dream-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-dream-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:02	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67bac248bf4%22	http://learningexample.com/assets/images/light/game-world-of-goo-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-world-of-goo-500x375.jpg	(from http://learningexample.com/light-index.html)
02:21:03	12774/12774	---M--	200	added ('OK')	image/jpeg	etag:%2231e6-5d67babc24854%22	http://learningexample.com/assets/images/light/banner-broken-age.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/banner-broken-age.jpg	(from http://learningexample.com/light-index.html)
02:21:04	12564/12564	---M--	200	added ('OK')	image/jpeg	etag:%223114-5d67babbf4ab9%22	http://learningexample.com/assets/images/light/banner-bg.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/banner-bg.jpg	(from http://learningexample.com/light-index.html)
02:21:09	39036/39036	---M--	200	added ('OK')	image/png	etag:%22987c-5d67bac2bbfa8%22	http://learningexample.com/assets/images/light/partner-logo-1.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/partner-logo-1.png	(from http://learningexample.com/light-index.html)
02:21:10	34834/34834	---M--	200	added ('OK')	image/png	etag:%228812-5d67bac2ebd43%22	http://learningexample.com/assets/images/light/partner-logo-3.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/partner-logo-3.png	(from http://learningexample.com/light-index.html)
02:21:11	47404/47404	---M--	200	added ('OK')	image/png	etag:%22b92c-5d67bac2d9465%22	http://learningexample.com/assets/images/light/partner-logo-2.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/partner-logo-2.png	(from http://learningexample.com/light-index.html)
02:21:12	46343/46343	---M--	200	added ('OK')	image/png	etag:%22b507-5d67bac309200%22	http://learningexample.com/assets/images/light/partner-logo-4.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/partner-logo-4.png	(from http://learningexample.com/light-index.html)
02:21:15	28447/28447	---M--	200	added ('OK')	image/png	etag:%226f1f-5d67bac338f9b%22	http://learningexample.com/assets/images/light/partner-logo-6.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/partner-logo-6.png	(from http://learningexample.com/light-index.html)
02:21:15	34220/34220	---M--	200	added ('OK')	image/png	etag:%2285ac-5d67bac31bade%22	http://learningexample.com/assets/images/light/partner-logo-5.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/partner-logo-5.png	(from http://learningexample.com/light-index.html)
02:21:16	33279/33279	---M--	200	added ('OK')	image/png	etag:%2281ff-5d67bac34b879%22	http://learningexample.com/assets/images/light/partner-logo-7.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/partner-logo-7.png	(from http://learningexample.com/light-index.html)
02:21:16	30764/30764	---MCZ	200	added ('OK')	text/html	etag:W/%22782c-5d67baa7bc0a8%22	http://learningexample.com/shooter-blog-post.html	E:/My%20Portfolio%20project/1/learningexample.com/shooter-blog-post.html	(from http://learningexample.com/shooter-blog.html)
02:21:16	29809/29809	---M--	200	added ('OK')	image/png	etag:%227471-5d67bac367d96%22	http://learningexample.com/assets/images/light/partner-logo-8.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/partner-logo-8.png	(from http://learningexample.com/light-index.html)
02:21:16	11064/11064	---M--	200	added ('OK')	image/jpeg	etag:%222b38-5d67babd15b9b%22	http://learningexample.com/assets/images/light/footer-bg.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/footer-bg.jpg	(from http://learningexample.com/light-index.html)
02:21:17	872/872	---M--	200	added ('OK')	image/png	etag:%22368-5d67bac45b01e%22	http://learningexample.com/assets/images/shooter/avatar-user-2.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/shooter/avatar-user-2.png	(from http://learningexample.com/shooter-forums.html)
02:21:17	191/191	---M--	200	added ('OK')	image/png	etag:%22bf-5d67babce7d40%22	http://learningexample.com/assets/images/light/dummy.png	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/dummy.png	(from http://learningexample.com/light-store-1.html)
02:21:17	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67babe33d9e%22	http://learningexample.com/assets/images/light/game-broken-age-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-broken-age-500x375.jpg	(from http://learningexample.com/light-store-1.html)
02:21:18	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67babe66a19%22	http://learningexample.com/assets/images/light/game-deponia-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-deponia-500x375.jpg	(from http://learningexample.com/light-store-1.html)
02:21:18	4065/4065	---M--	200	added ('OK')	image/jpeg	etag:%22fe1-5d67babe95814%22	http://learningexample.com/assets/images/light/game-dreamfall-chapters-500x375.jpg	E:/My%20Portfolio%20project/1/learningexample.com/assets/images/light/game-dreamfall-chapters-500x375.jpg	(from http://learningexample.com/light-store-1.html)
